"","INSTNM","SCH_DEG","HCM2","MAIN","NUMBRANCH","PREDDEG","HIGHDEG","CONTROL","REGION","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY"
"245","California Western School of Law",3,0,1,1,4,4,2,8,26,2,11,"0","0","0","0","0","0","0","0","0"
"246","Canada College",2,0,1,1,2,2,1,8,13,3,13,"0","0","0","0","0","1","0","0","0"
"247","College of the Canyons",2,0,1,1,2,2,1,8,13,3,15,"0","0","0","0","0","1","0","0","0"
"248","Career Academy of Beauty",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"249","Casa Loma College-Van Nuys",1,0,1,1,1,2,2,8,3,12,2,"0","0","0","0","1","1","0","0","0"
"250","CET-San Diego",1,0,0,13,1,1,2,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"251","CET-San Jose",1,0,1,13,1,1,2,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"252","CET-El Centro",1,0,0,13,1,1,2,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"253","CET-Colton",1,0,0,13,1,1,2,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"254","CET-Watsonville",1,0,0,13,1,1,2,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"255","CET-Salinas",1,0,0,13,1,1,2,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"256","Cerritos College",2,0,1,1,2,2,1,8,29,10,15,"0","0","0","0","0","1","0","0","0"
"257","Cerro Coso Community College",2,0,1,1,2,2,1,8,13,3,13,"0","0","0","0","0","1","0","0","0"
"258","Chabot College",2,0,1,1,2,2,1,8,2,3,14,"0","0","0","0","0","1","0","0","0"
"259","Chaffey College",2,0,1,1,2,2,1,8,2,3,15,"0","0","0","0","0","1","0","0","0"
"260","Chapman University",3,0,1,1,3,4,2,8,9,8,6,"0","0","0","0","0","0","0","0","0"
"261","Charles R Drew University of Medicine and Science",2,0,1,1,2,4,2,8,20,7,16,"0","0","0","0","0","0","0","0","0"
"262","Concordia University-Irvine",3,0,1,1,3,4,2,8,11,7,7,"0","0","0","0","0","0","0","0","0"
"263","San Diego Christian College",3,0,1,1,3,4,2,8,16,15,17,"0","0","0","0","0","1","0","0","0"
"264","Church Divinity School of the Pacific",3,0,1,1,4,4,2,8,18,2,11,"0","0","0","0","0","0","0","0","0"
"265","Citrus College",2,0,1,1,2,2,1,8,2,10,14,"0","0","0","0","0","1","0","0","0"
"266","Citrus Heights Beauty College",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"267","City College of San Francisco",1,0,1,1,1,2,1,8,30,3,15,"0","0","0","0","1","0","0","0","0"
"268","Claremont Graduate University",3,0,1,1,4,4,2,8,9,2,11,"0","0","0","0","0","0","0","0","0"
"269","Claremont McKenna College",3,0,1,1,3,4,2,8,15,8,4,"0","0","0","0","0","0","0","0","0"
"270","Milan Institute-Visalia",1,1,1,2,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"271","Clovis Adult Education",1,0,1,1,1,1,1,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"272","Coastline Community College",2,0,1,1,2,2,1,8,13,3,13,"0","0","0","0","1","0","0","0","0"
"273","Cogswell College",3,0,1,1,3,3,3,8,16,17,17,"0","0","0","0","0","0","0","0","0"
"274","Coleman University",3,0,1,1,3,4,2,8,22,4,16,"0","0","0","0","1","0","0","0","0"
"275","Coba Academy",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"276","Western University of Health Sciences",3,0,1,1,4,4,2,8,19,2,11,"0","0","0","0","0","0","0","0","0"
"277","Columbia College",2,0,1,1,2,2,1,8,2,3,12,"0","0","0","0","0","0","0","0","0"
"278","Columbia College Hollywood",3,0,1,1,3,3,2,8,25,9,16,"0","0","0","0","0","0","0","0","0"
"279","Compton College",2,0,0,2,2,2,1,8,30,3,13,"0","0","0","0","0","0","0","0","0"
"280","Contra Costa College",2,0,1,1,2,2,1,8,30,3,13,"0","0","0","0","1","1","0","0","0"
"281","Cosumnes River College",2,0,1,1,2,2,1,8,2,3,14,"0","0","0","0","1","1","0","0","0"
"282","Crafton Hills College",2,0,1,1,2,2,1,8,29,3,13,"0","0","0","0","0","0","0","0","0"
"283","Cuesta College",2,0,1,1,2,2,1,8,13,3,14,"0","0","0","0","0","1","0","0","0"
"284","Cuyamaca College",2,0,1,1,2,2,1,8,13,3,13,"0","0","0","0","0","1","0","0","0"
"285","Cypress College",2,0,1,1,2,2,1,8,7,13,5,"0","0","0","0","1","1","0","0","0"
"286","De Anza College",2,0,1,1,2,2,1,8,32,10,15,"0","0","0","0","0","0","0","0","0"
"287","International School of Beauty Inc",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"288","Dell'Arte International School of Physical Theatre",1,0,1,1,1,4,2,8,25,5,16,"0","0","0","0","0","0","0","0","0"
"289","College of the Desert",2,0,1,1,2,2,1,8,2,3,14,"0","0","0","0","0","1","0","0","0"
"290","Design Institute of San Diego",3,0,1,1,3,3,3,8,25,17,16,"0","0","0","0","0","0","0","0","0"
"291","Diablo Valley College",2,0,1,1,2,2,1,8,2,3,15,"0","0","0","0","0","1","0","0","0"
"292","Dominican University of California",3,0,1,1,3,4,2,8,12,7,3,"0","0","0","0","0","0","0","0","0"
"293","Dominican School of Philosophy & Theology",3,0,1,1,4,4,2,8,18,2,11,"0","0","0","0","0","0","0","0","0"
"294","East Los Angeles College",1,0,1,1,1,2,1,8,30,3,15,"0","0","0","0","0","1","0","0","0"
"295","El Camino Community College District",2,0,1,2,2,2,1,8,2,3,15,"0","0","0","0","1","1","0","0","0"
"296","Elegance International",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"297","Emperor's College of Traditional Oriental Medicine",3,0,1,1,4,4,3,8,20,2,11,"0","0","0","0","0","0","0","0","0"
"298","Empire College",1,0,1,1,1,4,3,8,17,5,16,"0","0","0","0","0","0","0","0","0"
"299","Evergreen Valley College",2,0,1,1,2,2,1,8,30,3,14,"0","0","0","0","1","0","0","0","0"
"300","FIDM-Fashion Institute of Design & Merchandising-Los Angeles",2,0,1,4,2,3,3,8,25,9,19,"0","0","0","0","0","0","0","0","0"
"301","FIDM-Fashion Institute of Design & Merchandising-San Francisco",2,0,0,4,2,3,3,8,25,9,16,"0","0","0","0","0","0","0","0","0"
"302","FIDM-Fashion Institute of Design & Merchandising-Orange County",2,0,0,4,2,3,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"303","Feather River Community College District",2,0,1,1,2,2,1,8,7,13,19,"0","0","0","0","0","0","0","0","0"
"304","Federico Beauty Institute",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"305","Fielding Graduate University",3,0,1,1,4,4,2,8,10,2,11,"0","0","0","0","0","0","0","0","0"
"306","Five Branches University",3,0,1,2,4,4,3,8,20,2,11,"0","0","0","0","0","0","0","0","0"
"307","Hair California Beauty Academy",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"308","Redondo Beach Beauty College",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"309","Foothill College",2,0,1,1,2,2,1,8,7,13,5,"0","0","0","0","0","0","0","0","0"
"310","Franciscan School of Theology",1.92616959064327,0,1,2,4,4,2,8,18,2,11,"0","0","0","0","0","0","0","0","0"
"311","Fredrick and Charles Beauty College",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"312","Fresno City College",2,0,1,1,2,2,1,8,30,3,15,"0","0","0","0","0","1","0","0","0"
"313","Fresno Pacific University",3,0,1,1,3,4,2,8,11,7,5,"0","0","0","0","0","1","0","0","0"
"314","Fuller Theological Seminary",3,0,1,1,4,4,2,8,18,2,11,"0","0","0","0","0","0","0","0","0"
"315","Fullerton College",2,0,1,1,2,2,1,8,2,3,15,"0","0","0","0","0","0","0","0","0"
"316","Gavilan College",1,0,1,1,1,2,1,8,29,3,13,"0","0","0","0","0","1","0","0","0"
"317","Gemological Institute of America-Carlsbad",1,0,1,2,1,1,2,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"318","Glendale Community College",2,0,1,1,2,2,1,8,29,10,14,"0","0","0","0","0","1","0","0","0"
"319","Glendale Career College",1,0,1,2,1,2,3,8,3,12,12,"0","0","0","0","0","0","0","0","0"
"320","Golden Gate University-San Francisco",3,0,1,4,3,4,2,8,11,13,19,"0","0","0","0","0","0","0","0","0"
"321","Golden West College",1,0,1,1,1,2,1,8,2,3,14,"0","0","0","0","1","1","0","0","0"
"322","Graduate Theological Union",1.92616959064327,0,1,1,4,4,2,8,18,2,11,"0","0","0","0","0","0","0","0","0"
"323","Grossmont College",2,0,1,1,2,2,1,8,2,3,15,"0","0","0","0","0","1","0","0","0"
"324","Salon Success Academy-Riverside",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"325","Hartnell College",2,0,1,1,2,2,1,8,2,3,14,"0","0","0","0","0","1","0","0","0"
"326","Harvey Mudd College",3,0,1,1,3,3,2,8,15,8,18,"0","0","0","0","0","0","0","0","0"
"327","Hilltop Beauty School",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"328","Holy Names University",3,0,1,1,3,4,2,8,12,5,18,"0","0","0","0","1","1","0","0","0"
"329","Pacifica Graduate Institute",3,0,1,1,4,4,3,8,20,2,11,"0","0","0","0","0","0","0","0","0"
"330","Humboldt State University",3,0,1,1,3,4,1,8,12,7,6,"0","0","0","0","0","1","0","0","0"
"331","Humphreys University-Stockton and Modesto Campuses",3,0,1,2,3,4,2,8,16,15,16,"0","0","0","0","1","1","0","0","0"
"332","Imperial Valley College",2,0,1,1,2,2,1,8,29,10,14,"0","0","0","0","0","1","0","0","0"
"333","Institute for Business and Technology",1,0,1,3,1,2,3,8,3,12,12,"0","0","0","0","0","0","0","0","0"
"334","Interior Designers Institute",2,0,1,1,2,3,3,8,25,13,16,"0","0","0","0","0","0","0","0","0"
"335","Toni & Guy Hairdressing Academy-Santa Monica",1,0,1,3,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"336","Irvine Valley College",1,0,1,2,1,2,1,8,13,3,14,"0","0","0","0","1","0","0","0","0"
"337","Bellus Academy-El Cajon",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"338","John F. Kennedy University",3,0,1,1,3,4,2,8,10,13,16,"0","0","0","0","0","1","0","0","0"
"339","American Jewish University",3,0,1,1,3,4,2,8,15,5,18,"0","0","0","0","0","0","0","0","0"
"340","Reedley College",2,0,1,1,2,2,1,8,13,3,14,"0","0","0","0","0","1","0","0","0"
"341","Life Pacific College",3,0,1,2,3,4,2,8,16,5,18,"0","0","0","0","0","1","0","0","0"
"342","Argosy University-The Art Institute of California-San Diego",3,0,0,26,3,3,3,8,25,15,16,"0","0","0","0","0","0","0","0","0"
"343","University of La Verne",3,0,1,1,3,4,2,8,10,17,5,"0","0","0","0","0","1","0","0","0"
"344","Laguna College of Art and Design",3,0,1,1,3,4,2,8,25,9,16,"0","0","0","0","0","0","0","0","0"
"345","Lake Tahoe Community College",2,0,1,1,2,2,1,8,31,3,12,"0","0","0","0","0","1","0","0","0"
"346","Lancaster Beauty School",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"347","Laney College",2,0,1,1,2,2,1,8,30,3,13,"0","0","0","0","1","0","0","0","0"
"348","Lassen Community College",2,0,1,1,2,2,1,8,13,3,12,"0","0","0","0","0","0","0","0","0"
"349","Life Chiropractic College West",3,0,1,1,4,4,2,8,20,2,11,"0","0","0","0","0","0","0","0","0"
"350","Lincoln University",3,1,1,1,3,4,2,8,23,14,16,"0","0","0","0","0","0","0","0","0"
"351","Southern California Seminary",3,0,1,1,3,4,2,8,18,13,16,"0","0","0","0","0","0","0","0","0"
"352","La Sierra University",3,0,1,1,3,4,2,8,12,5,3,"0","0","0","0","0","1","0","0","0"
"353","Loma Linda University",3,0,1,1,3,4,2,8,19,5,6,"0","0","0","0","0","0","0","0","0"
"354","Long Beach City College",2,0,1,1,2,2,1,8,29,3,15,"0","0","0","0","1","1","0","0","0"
"355","Southern California University of Health Sciences",1,0,1,1,1,4,2,8,20,4,16,"0","0","0","0","0","0","0","0","0"
"356","Los Angeles Harbor College",2,0,1,1,2,2,1,8,13,3,13,"0","0","0","0","0","1","0","0","0"
"357","Los Angeles Pierce College",2,0,1,1,2,2,1,8,2,3,14,"0","0","0","0","0","1","0","0","0"
"358","Los Angeles Southwest College",2,0,1,1,2,2,1,8,13,3,13,"0","0","0","0","0","0","0","0","0"
"359","Los Angeles Trade Technical College",1,0,1,1,1,2,1,8,33,3,14,"0","0","0","0","0","1","0","0","0"
"360","Los Angeles Valley College",1,0,1,1,1,2,1,8,2,3,14,"0","0","0","0","0","1","0","0","0"
"361","The Master's University and Seminary",3,0,1,1,3,4,2,8,12,7,4,"0","0","0","0","0","0","0","0","0"
"362","Los Angeles City College",1,0,1,1,1,2,1,8,13,3,14,"0","0","0","0","1","1","0","0","0"
"363","Los Angeles County College of Nursing and Allied Health",2,0,1,1,2,2,1,8,3,3,2,"0","0","0","0","0","0","0","0","0"
"364","Los Angeles Mission College",2,0,1,1,2,2,1,8,2,3,13,"0","0","0","0","0","1","0","0","0"
"365","Los Medanos College",2,0,1,1,2,2,1,8,2,3,13,"0","0","0","0","1","1","0","0","0"
"366","Argosy University-The Art Institute of California-San Francisco",3,0,0,26,3,4,3,8,25,15,16,"0","0","0","0","0","0","0","0","0"
"367","Loyola Marymount University",3,0,1,1,3,4,2,8,9,9,7,"0","0","0","0","0","0","0","0","0"
"368","Lu Ross Academy",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"369","Lyle's College of Beauty",1.92616959064327,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"370","Lyle's College of  Beauty",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"371","Lytles Redwood Empire Beauty College Inc",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"372","MTI Business College Inc",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"373","MTI College",1,0,1,1,1,2,3,8,32,12,12,"0","0","0","0","0","0","0","0","0"
"374","Brightwood College-Sacramento",1,0,1,2,1,2,3,8,6,12,2,"0","0","0","0","0","0","0","0","0"
"375","Brightwood College-San Diego",1,0,1,2,1,2,3,8,3,12,12,"0","0","0","0","0","0","0","0","0"
"376","Brightwood College-Vista",1,0,1,2,1,2,3,8,6,12,2,"0","0","0","0","0","0","0","0","0"
"377","College of Marin",2,0,1,1,2,2,1,8,30,3,13,"0","0","0","0","0","0","0","0","0"
"378","Marymount California University",3,0,1,3,3,4,2,8,15,5,17,"0","0","0","0","0","1","0","0","0"
"379","Mendocino College",2,0,1,1,2,2,1,8,30,3,12,"0","0","0","0","0","1","0","0","0"
"380","Menlo College",3,0,1,1,3,3,2,8,23,7,18,"0","0","0","0","0","0","0","0","0"
"381","Merced College",2,0,1,1,2,2,1,8,29,10,14,"0","0","0","0","0","0","0","0","0"
"382","Merritt College",1,0,1,1,1,2,1,8,33,3,13,"0","0","0","0","1","1","0","0","0"
"383","Mills College",3,0,1,1,3,4,2,8,12,5,4,"0","0","0","0","0","1","0","0","1"
"384","MiraCosta College",1,0,1,2,1,2,1,8,7,13,5,"0","0","0","0","0","0","0","0","0"
"385","Mission College",2,0,1,1,2,2,1,8,13,3,13,"0","0","0","0","1","1","0","0","0"
"386","Modern Beauty Academy",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"387","Brightwood College-Los Angeles-Van Nuys",1,0,1,2,1,2,3,8,3,12,12,"0","0","0","0","0","0","0","0","0"
"388","Modesto Junior College",2,0,1,1,2,2,1,8,7,13,5,"0","0","0","0","0","1","0","0","0"
"389","Moler Barber College",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"390","Middlebury Institute of International Studies at Monterey",3,0,0,2,3,4,2,8,11,5,16,"0","0","0","0","0","0","0","0","0"
"391","Monterey Peninsula College",2,0,1,1,2,2,1,8,13,3,13,"0","0","0","0","0","1","0","0","0"
"392","Moorpark College",2,0,1,1,2,2,1,8,2,10,14,"0","0","0","0","0","1","0","0","0"
"393","Mt San Antonio College",2,0,1,1,2,2,1,8,29,3,15,"0","0","0","0","1","1","0","0","0"
"394","Mount Saint Mary's University",3,0,1,2,3,4,2,8,11,15,3,"0","0","0","0","1","1","0","0","1"
"395","Mt San Jacinto Community College District",2,0,1,1,2,2,1,8,29,3,14,"0","0","0","0","0","1","0","0","0"
"396","Musicians Institute",1,0,1,1,1,3,3,8,25,5,16,"0","0","0","0","0","0","0","0","0"
"397","Napa Valley College",2,0,1,1,2,2,1,8,29,3,13,"0","0","0","0","0","1","0","0","0"
"398","National Holistic Institute",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"399","National University",3,0,1,1,3,4,2,8,11,13,8,"0","0","0","0","1","1","0","0","0"
"400","Naval Postgraduate School",1.92616959064327,0,1,1,4,4,1,0,11,2,11,"0","0","0","0","0","0","0","0","0"
"401","Newschool of Architecture and Design",3,0,1,1,3,4,3,8,25,5,16,"0","0","0","0","0","0","0","0","0"
"402","Newberry School of Beauty",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"403","North Adrian's College of Beauty Inc",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"404","North-West College-Pomona",1,0,1,4,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"405","North-West College-West Covina",1,0,1,2,1,2,3,8,3,12,12,"0","0","0","0","0","0","0","0","0"
"406","North-West College-Van Nuys",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"407","Notre Dame de Namur University",3,0,1,1,3,4,2,8,12,15,3,"0","0","0","0","0","1","0","0","0"
"408","Occidental College",3,0,1,1,3,3,2,8,15,8,4,"0","0","0","0","0","0","0","0","0"
"409","Ohlone College",2,0,1,1,2,2,1,8,33,3,14,"0","0","0","0","0","0","0","0","0"
"410","Orange Coast College",1,0,1,1,1,2,1,8,2,3,15,"0","0","0","0","1","1","0","0","0"
"411","Otis College of Art and Design",3,0,1,1,3,4,2,8,25,5,19,"0","0","0","0","1","0","0","0","0"
"412","Oxnard College",2,0,1,1,2,2,1,8,2,3,13,"0","0","0","0","0","1","0","0","0"
"413","Hope International University",3,0,1,2,3,4,2,8,12,15,3,"0","0","0","0","0","1","0","0","0"
"414","Concorde Career College-San Diego",1,0,1,1,1,2,3,8,3,12,12,"0","0","0","0","0","0","0","0","0"
"415","Palo Alto University",3,0,1,1,3,4,2,8,20,5,16,"0","0","0","0","1","0","0","0","0"
"416","Pacific Oaks College",3,0,1,1,3,4,2,8,27,13,16,"0","0","0","0","0","0","0","0","0"
"417","Pacific School of Religion",3,0,1,1,4,4,2,8,18,2,11,"0","0","0","0","0","0","0","0","0"
"418","Pacific States University",3,0,1,1,3,4,2,8,23,2,16,"0","0","0","0","0","0","0","0","0"
"419","Pacific Union College",3,0,1,1,3,4,2,8,16,5,4,"0","0","0","0","1","1","0","0","0"
"420","University of the Pacific",3,0,1,1,3,4,2,8,10,8,7,"0","0","0","0","1","0","0","0","0"
"421","Palo Verde College",1,0,1,1,1,2,1,8,13,3,12,"0","0","0","0","0","0","0","0","0"
"422","Palomar College",1,0,1,1,1,2,1,8,29,3,15,"0","0","0","0","0","1","0","0","0"
"423","Pasadena City College",2,0,1,1,2,2,1,8,2,3,15,"0","0","0","0","0","1","0","0","0"
"424","Pepperdine University",3,0,1,1,3,4,2,8,10,8,7,"0","0","0","0","0","0","0","0","0"
"425","Pitzer College",3,0,1,1,3,3,2,8,15,8,4,"0","0","0","0","0","0","0","0","0"
"426","Platt College-San Diego",2,0,1,1,2,3,3,8,25,4,16,"0","0","0","0","0","0","0","0","0"
"427","Point Loma Nazarene University",3,0,1,1,3,4,2,8,11,9,7,"0","0","0","0","0","0","0","0","0"
"428","Pomona College",3,0,1,1,3,3,2,8,15,8,4,"0","0","0","0","0","0","0","0","0"
"429","Porterville College",2,0,1,1,2,2,1,8,32,10,13,"0","0","0","0","0","1","0","0","0"
"430","Professional Institute of Beauty",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"431","Santa Ana College",2,0,1,1,2,2,1,8,7,13,8,"0","0","0","0","0","1","0","0","0"
"432","Pardee RAND Graduate School",1.92616959064327,0,1,1,4,4,2,8,27,2,11,"0","0","0","0","0","0","0","0","0"
"433","Shasta School of Cosmetology",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"434","University of Redlands",3,0,1,1,3,4,2,8,11,8,7,"0","0","0","0","0","0","0","0","0"
"435","College of the Redwoods",2,0,1,1,2,2,1,8,32,3,13,"0","0","0","0","0","0","0","0","0"
"436","Salon Success Academy-Upland",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"437","Salon Success Academy-Corona",1,0,1,3,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"438","Rio Hondo College",2,0,1,1,2,2,1,8,7,13,5,"0","0","0","0","0","1","0","0","0"
"439","Riverside City College",2,0,1,1,2,2,1,8,2,3,15,"0","0","0","0","0","1","0","0","0"
"440","Argosy University-San Francisco Bay Area",3,0,0,26,3,4,3,8,16,13,16,"0","0","0","0","0","0","0","0","0"
"441","Rosemead Beauty School",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"442","Dongguk University-Los Angeles",3,0,1,1,4,4,2,8,20,2,11,"0","0","0","0","0","0","0","0","0"
"443","Sacramento City College",2,0,1,1,2,2,1,8,29,3,15,"0","0","0","0","0","1","0","0","0"
"444","Saddleback College",1,0,1,1,1,2,1,8,13,3,15,"0","0","0","0","0","1","0","0","0"
"445","Samuel Merritt University",3,0,1,1,3,4,2,8,20,15,19,"0","0","0","0","0","0","0","0","0"
"446","San Diego City College",2,0,1,1,2,2,1,8,13,3,14,"0","0","0","0","0","1","0","0","0"
"447","Golf Academy of America-San Diego",1,0,0,33,2,2,3,8,6,11,2,"0","0","0","0","0","0","0","0","0"
"448","San Diego Mesa College",2,0,1,1,2,2,1,8,7,13,8,"0","0","0","0","0","1","0","0","0"
"449","San Diego Miramar College",2,0,1,1,2,2,1,8,30,3,14,"0","0","0","0","0","0","0","0","0"
"450","San Diego State University",3,0,1,2,3,4,1,8,9,9,8,"0","0","0","0","1","1","0","0","0"
"451","University of San Diego",3,0,1,1,3,4,2,8,9,9,6,"0","0","0","0","0","0","0","0","0"
"452","San Francisco Art Institute",3,0,1,1,3,4,2,8,25,7,17,"0","0","0","0","0","0","0","0","0"
"453","San Francisco Conservatory of Music",3,0,1,1,3,4,2,8,25,8,18,"0","0","0","0","0","0","0","0","0"
"454","San Francisco State University",3,0,1,1,3,4,1,8,11,5,8,"0","0","0","0","1","1","0","0","0"
"455","San Francisco Theological Seminary",3,0,1,1,4,4,2,8,18,2,11,"0","0","0","0","0","0","0","0","0"
"456","University of San Francisco",3,0,1,1,3,4,2,8,10,9,9,"0","0","0","0","1","0","0","0","0"
"457","San Joaquin College of Law",3,0,1,1,4,4,2,8,26,2,11,"0","0","0","0","0","0","0","0","0"
"458","San Joaquin Delta College",2,0,1,2,2,2,1,8,29,3,15,"0","0","0","0","1","1","0","0","0"
"459","San Joaquin Valley College-Visalia",2,0,1,14,2,2,3,8,7,5,5,"0","0","0","0","0","0","0","0","0"
"460","William Jessup University",3,0,1,1,3,4,2,8,16,7,4,"0","0","0","0","0","0","0","0","0"
"461","San Jose City College",1,0,1,1,1,2,1,8,30,3,13,"0","0","0","0","0","1","0","0","0"
"462","San Jose State University",3,0,1,1,3,4,1,8,11,7,8,"0","0","0","0","1","1","0","0","0"
"463","College of San Mateo",1,0,1,1,1,2,1,8,13,3,13,"0","0","0","0","1","1","0","0","0"
"464","Santa Barbara Business College-Bakersfield",2,0,1,1,2,3,3,8,17,5,16,"0","0","0","0","0","0","0","0","0"
